Year,Brand,Model,driven ,owners,fuel,prices,car type
2015,Maruti,Wagon,61481,1,PETROL,306000,Hatchback
2020,Maruti,S,9330,2,PETROL,421000,Hatchback
2017,Maruti,IGNIS,13237,1,PETROL,566000,Hatchback
2020,Hyundai,NEW,12017,1,PETROL,494000,Hatchback
2019,Maruti,Alto,32402,1,PETROL,324000,Hatchback
2013,Maruti,Swift,70245,1,PETROL,301000,Hatchback
2016,HYUNDAI,GRAND,83577,1,DIESEL,366000,Hatchback
2018,Maruti,Alto,24502,2,PETROL,331000,Hatchback
2020,Maruti,Alto,5643,1,PETROL,351000,Hatchback
2015,Honda,Jazz,51387,1,PETROL,393000,Hatchback
2020,Maruti,Alto,53508,1,PETROL,353000,Hatchback
2015,Hyundai,Elite,63540,1,PETROL,423000,Hatchback
2021,Hyundai,NEW,40964,1,PETROL,547000,Hatchback
2018,Maruti,Wagon,23431,2,PETROL,394000,Hatchback
2020,Maruti,Alto,12058,1,PETROL,320000,Hatchback
2016,Maruti,Alto,40463,1,PETROL,255000,Hatchback
2014,Hyundai,Elite,33766,1,PETROL,419000,Hatchback
2020,Hyundai,GRAND,16053,1,PETROL,642000,Hatchback
2021,Maruti,New,22310,1,PETROL,503000,Hatchback
2019,Maruti,ALTO,6372,3RD OWNER,PETROL,306000,Hatchback
2018,Hyundai,Grand,23899,1,PETROL,438000,Hatchback
2017,Maruti,IGNIS,58485,1,PETROL,433000,Hatchback
2017,Maruti,Alto,42091,1,PETROL,286000,Hatchback
2015,Maruti,Swift,11098,1,PETROL,401000,Hatchback
2020,Maruti,Celerio,20796,1,PETROL,483000,Hatchback
2015,Honda,Jazz,48348,1,PETROL,384000,Hatchback
2021,HYUNDAI,GRAND,39607,2,PETROL,643000,Hatchback
2020,Maruti,Alto,13838,1,PETROL,373000,Hatchback
2014,Hyundai,Grand,67138,1,PETROL,337000,Hatchback
2019,Maruti,New,14322,2,PETROL,482000,Hatchback
2019,Maruti,Alto,2618,1,PETROL,341000,Hatchback
2015,Hyundai,Grand,58802,2,PETROL,339000,Hatchback
2019,Maruti,Baleno,22343,1,PETROL,664000,Hatchback
2014,Hyundai,Elite,82690,1,DIESEL,452000,Hatchback
2018,Maruti,Wagon,64129,1,PETROL,398000,Hatchback
2021,HONDA,JAZZ,9461,1,PETROL,792000,Hatchback
2020,Maruti,S,11458,1,PETROL,415000,Hatchback
2019,Maruti,Swift,10519,1,PETROL,619000,Hatchback
2018,Hyundai,Elite,40965,1,PETROL,556000,Hatchback
2018,Maruti,WAGON,49694,1,PETROL,392000,Hatchback
2015,Hyundai,Grand,61337,1,PETROL,361000,Hatchback
2019,Maruti,ALTO,9054,1,PETROL,354000,Hatchback
2019,Maruti,S,4316,1,PETROL,433000,Hatchback
2020,Maruti,Alto,27090,1,PETROL,358000,Hatchback
2016,Hyundai,Grand,67713,1,PETROL,364000,Hatchback
2020,Maruti,Swift,46469,1,PETROL,625000,Hatchback
2019,Hyundai,GRAND,25955,2,PETROL,624000,Hatchback
2022,Maruti,S,3482,1,PETROL,528200,Hatchback
2019,Maruti,Swift,40535,1,PETROL,619000,Hatchback
2020,Maruti,New,15440,2,PETROL,559000,Hatchback
2014,Maruti,Wagon,58742,1,PETROL,279000,Hatchback
2020,Maruti,Alto,2564,1,PETROL,364000,Hatchback
2016,Renault,Kwid,76793,1,PETROL,229000,Hatchback
2014,Volkswagen,Polo,40309,2,PETROL,306000,Hatchback
2015,Volkswagen,Polo,77234,1,PETROL,378000,Hatchback
2010,Hyundai,i10,17727,2,PETROL,160000,Hatchback
2018,Hyundai,Grand,17485,1,PETROL,409000,Hatchback
2012,Maruti,Swift,19091,2,PETROL,296000,Hatchback
2018,Hyundai,ELITE,37088,1,PETROL,520000,Hatchback
2014,Maruti,ALTO,85072,1,PETROL,193000,Hatchback
2013,Maruti,Wagon,41274,2,PETROL,210400,Hatchback
2012,Maruti,SWIFT,40186,1,PETROL,305000,Hatchback
2018,HYUNDAI,ELITE,91292,1,DIESEL,553000,Hatchback
2015,HYUNDAI,ELITE,40939,1,PETROL,414000,Hatchback
2019,Maruti,Baleno,12537,1,PETROL,604000,Hatchback
2015,Maruti,BALENO,30070,1,PETROL,434000,Hatchback
2013,Maruti,SWIFT,65099,1,PETROL,302000,Hatchback
2011,Toyota,Etios,78075,1,PETROL,226000,Hatchback
2017,Hyundai,Eon,54249,1,PETROL,342000,Hatchback
2014,Datsun,Go,33193,2,PETROL,239000,Hatchback
2019,RENAULT,KWID,37634,1,PETROL,419000,Hatchback
2018,Maruti,Celerio,63528,1,PETROL,530000,Hatchback
2016,Tata,Tiago,65394,1,PETROL,439000,Hatchback
2017,HYUNDAI,ELITE,32289,2,PETROL,714000,Hatchback
2012,Hyundai,i10,63095,1,PETROL,332000,Hatchback
2017,Tata,Tiago,36838,1,PETROL,546000,Hatchback
2014,Volkswagen,Polo,77316,1,DIESEL,434000,Hatchback
2016,TATA,TIAGO,54042,1,PETROL,445000,Hatchback
2018,Maruti,SWIFT,49009,1,PETROL,690000,Hatchback
2013,Hyundai,i10,16576,1,PETROL,357000,Hatchback
2010,Maruti,Wagon,75278,1,PETROL,218000,Hatchback
2016,HYUNDAI,GRAND,57480,1,PETROL,402000,Hatchback
2018,Maruti,CELERIO,54156,1,PETROL,452000,Hatchback
2018,TATA,TIAGO,40612,2,PETROL,518000,Hatchback
2011,Maruti,ALTO,69538,2,PETROL,200000,Hatchback
2017,Maruti,Baleno,46081,1,DIESEL,661000,Hatchback
2019,Maruti,S,77415,1,PETROL,521000,Hatchback
2018,Maruti,Baleno,58925,1,DIESEL,623000,Hatchback
2015,Hyundai,Eon,63557,1,PETROL,260000,Hatchback
2016,HYUNDAI,ELITE,19811,2,PETROL,598000,Hatchback
2018,Hyundai,Elite,7686,1,PETROL,768000,Hatchback
2014,Hyundai,Grand,76393,1,PETROL,438000,Hatchback
2017,Hyundai,i20,84553,1,DIESEL,706000,Hatchback
2015,Hyundai,Elite,99091,1,DIESEL,579000,Hatchback
2018,Tata,Tiago,44315,1,PETROL,481000,Hatchback
2019,Honda,Jazz,16873,1,PETROL,772000,Hatchback
2018,Datsun,Redi,61823,1,PETROL,291000,Hatchback
2020,Renault,Kwid,43218,1,PETROL,426000,Hatchback
2017,Maruti,ALTO,26424,1,PETROL,317000,Hatchback
2017,Renault,Kwid,42566,1,PETROL,351000,Hatchback
2020,HYUNDAI,ELITE,59999,1,PETROL,725000,Hatchback
2016,Honda,Jazz,47081,1,PETROL,598000,Hatchback
2020,Datsun,Redi,19205,2,PETROL,438000,Hatchback
2019,HYUNDAI,NEW,31933,1,PETROL,487000,Hatchback
2015,HONDA,JAZZ,99600,1,PETROL,441000,Hatchback
2019,Maruti,Baleno,80697,1,PETROL,653000,Hatchback
2016,Maruti,Alto,26478,1,PETROL,354000,Hatchback
2012,Maruti,Alto,31542,1,PETROL,226000,Hatchback
2021,Maruti,New,30766,1,CNG,659000,Hatchback
2016,Hyundai,Elite,66929,1,PETROL,577000,Hatchback
2018,DATSUN,REDI,28717,1,PETROL,384000,Hatchback
2014,Nissan,MICRA,61623,1,PETROL,349000,Hatchback
2014,Hyundai,Grand,36500,1,PETROL,434000,Hatchback
2019,RENAULT,KWID,74170,1,PETROL,390000,Hatchback
2015,HONDA,JAZZ,84519,1,PETROL,507000,Hatchback
2018,Maruti,Baleno,97909,2,DIESEL,589000,Hatchback
2018,Tata,Tiago,52301,1,PETROL,477000,Hatchback
2021,Hyundai,GRAND,38281,1,PETROL,696000,Hatchback
2017,Maruti,ALTO,14340,1,PETROL,330000,Hatchback
2012,Hyundai,i10,59621,2,PETROL,343000,Hatchback
2017,Maruti,Baleno,70259,1,DIESEL,711000,Hatchback
2017,Maruti,Alto,86555,1,PETROL,345000,Hatchback
2016,Maruti,Celerio,83457,1,PETROL,397000,Hatchback
2018,Renault,Kwid,50226,1,PETROL,396000,Hatchback
2019,Maruti,Baleno,54763,1,PETROL,816000,Hatchback
2015,HONDA,BRIO,59838,1,PETROL,370000,Hatchback
2013,HYUNDAI,I10,96088,1,PETROL,313000,Hatchback
2015,Maruti,WAGON,20042,2,PETROL,368000,Hatchback
2020,Tata,ALTROZ,36393,1,PETROL,776000,Hatchback
2014,Nissan,Micra,96434,1,PETROL,421000,Hatchback
2017,Renault,Kwid,28466,1,PETROL,363000,Hatchback
2018,Renault,Kwid,97709,1,PETROL,464000,Hatchback
2022,HYUNDAI,NEW,33872,1,PETROL,861000,Hatchback
2022,Hyundai,GRAND,2113,1,PETROL,731000,Hatchback
2017,Renault,Kwid,56656,1,PETROL,356350,Hatchback
2012,Maruti,Wagon,46514,1,PETROL,302000,Hatchback
2017,Maruti,Alto,32136,2,PETROL,349000,Hatchback
2019,Renault,Kwid,44363,2,PETROL,438000,Hatchback
2019,Renault,Kwid,37465,1,PETROL,450000,Hatchback
2019,Hyundai,NEW,50706,2,PETROL,469000,Hatchback
2018,Maruti,Baleno,52716,2,PETROL,678000,Hatchback
2021,Datsun,Redi,7595,1,PETROL,404000,Hatchback
2018,Renault,Kwid,75122,1,PETROL,435000,Hatchback
2011,Maruti,Wagon,58823,1,PETROL,283000,Hatchback
2021,HYUNDAI,GRAND,29689,2,PETROL,641000,Hatchback
2020,Volkswagen,Polo,40019,1,PETROL,923000,Hatchback
2016,Maruti,Baleno,65296,1,PETROL,571000,Hatchback
2019,Renault,Kwid,43307,2,PETROL,427000,Hatchback
2021,VOLKSWAGEN,POLO,18875,1,PETROL,995000,Hatchback
2018,TATA,TIAGO,86346,1,PETROL,578000,Hatchback
2017,Hyundai,Eon,48844,2,PETROL,313000,Hatchback
2018,Volkswagen,Polo,50629,2,PETROL,814000,Hatchback
2020,Tata,Tiago,68413,2,PETROL,773000,Hatchback
2017,HYUNDAI,GRAND,36132,1,PETROL,529000,Hatchback
2019,Renault,Kwid,52060,2,PETROL,446000,Hatchback
2016,Maruti,Celerio,72339,1,PETROL,406000,Hatchback
2017,Hyundai,Grand,46529,1,PETROL,518700,Hatchback
2019,Hyundai,GRAND,76947,1,PETROL,739000,Hatchback
2017,Maruti,Celerio,89368,2,PETROL,412000,Hatchback
2016,HONDA,JAZZ,98324,2,DIESEL,587000,Hatchback
2020,Renault,Kwid,12413,1,PETROL,514000,Hatchback
2018,Hyundai,Elite,55943,1,PETROL,691000,Hatchback
2014,Maruti,Alto,52562,2,PETROL,276000,Hatchback
2017,Tata,Tiago,48478,1,PETROL,561000,Hatchback
2019,Hyundai,NEW,32014,2,PETROL,513000,Hatchback
2018,Renault,KWID,40588,1,PETROL,387000,Hatchback
2018,Renault,Kwid,94764,2,PETROL,350000,Hatchback
2020,Volkswagen,Polo,26954,1,PETROL,910000,Hatchback
2017,Maruti,Wagon,41326,1,PETROL,420000,Hatchback
2014,HYUNDAI,GRAND,86576,1,PETROL,448000,Hatchback
2018,Maruti,Wagon,43528,2,PETROL,457000,Hatchback
2018,Hyundai,Grand,33730,1,PETROL,524000,Hatchback
2021,TATA,ALTROZ,61626,1,DIESEL,907000,Hatchback
2018,Maruti,IGNIS,54907,2,PETROL,500000,Hatchback
2012,Hyundai,i10,94834,1,PETROL,314000,Hatchback
2019,Maruti,Baleno,58713,1,PETROL,748000,Hatchback
2019,Maruti,BALENO,43588,1,PETROL,739000,Hatchback
2021,Hyundai,NEW,49827,1,PETROL,966000,Hatchback
2017,Tata,Tiago,64226,2,PETROL,543000,Hatchback
2021,Volkswagen,Polo,42261,1,PETROL,857000,Hatchback
2019,Datsun,Redi,72314,1,PETROL,352000,Hatchback
2021,Maruti,Baleno,6636,1,PETROL,968000,Hatchback
2014,Honda,Brio,97333,1,PETROL,337000,Hatchback
2017,Maruti,SWIFT,49602,2,PETROL,628000,Hatchback
2018,Hyundai,Elite,56719,1,DIESEL,798000,Hatchback
2022,Hyundai,NEW,6492,1,DIESEL,945000,Hatchback
2021,Toyota,Glanza,15010,1,PETROL,856000,Hatchback
2015,Maruti,Wagon,60271,1,PETROL,374000,Hatchback
2019,Hyundai,Grand,38808,2,PETROL,570000,Hatchback
2012,Hyundai,i10,57352,2,PETROL,338000,Hatchback
2020,Volkswagen,Polo,12134,1,PETROL,942000,Hatchback
2011,HYUNDAI,I10,46175,2,PETROL,322000,Hatchback
2018,Maruti,WAGON,25333,1,PETROL,474000,Hatchback
2020,Tata,Tiago,82009,1,PETROL,578000,Hatchback
2019,Maruti,Baleno,48170,1,PETROL,724000,Hatchback
2016,Hyundai,Eon,68336,2,PETROL,333000,Hatchback
2019,Maruti,S,24445,1,PETROL,410000,Hatchback
2019,Maruti,ALTO,46694,2,PETROL,405000,Hatchback
2018,HYUNDAI,GRAND,53982,2,DIESEL,556000,Hatchback
2018,Maruti,Celerio,59028,1,PETROL,505000,Hatchback
2019,Hyundai,GRAND,62642,1,PETROL,674000,Hatchback
2016,Maruti,Alto,68686,1,PETROL,304000,Hatchback
2018,Maruti,Celerio,60062,2,PETROL,497000,Hatchback
2016,Maruti,Alto,48071,1,PETROL,342000,Hatchback
2017,Maruti,Baleno,83412,1,PETROL,609000,Hatchback
2017,Maruti,IGNIS,38141,1,PETROL,546000,Hatchback
2018,Hyundai,Grand,56129,1,PETROL,589000,Hatchback
2017,Maruti,Baleno,89581,1,PETROL,685000,Hatchback
2018,Maruti,Alto,80090,2,PETROL,322000,Hatchback
2018,Renault,Kwid,34430,2,PETROL,433000,Hatchback
2018,TATA,TIAGO,97982,1,PETROL,579000,Hatchback
2017,Maruti,Celerio,65276,1,PETROL,480000,Hatchback
2018,Maruti,Celerio,90254,1,PETROL,485000,Hatchback
2017,Datsun,Redi,51683,1,PETROL,304000,Hatchback
2018,Hyundai,i20,41970,1,PETROL,788000,Hatchback
2017,Maruti,Celerio,88379,2,PETROL,456000,Hatchback
2018,Hyundai,Eon,53898,2,PETROL,318000,Hatchback
2018,Maruti,Alto,44157,1,PETROL,340000,Hatchback
2014,Maruti,Wagon,61429,2,PETROL,326000,Hatchback
2014,Hyundai,Grand,47983,1,PETROL,440000,Hatchback
2018,Maruti,Swift,68457,1,PETROL,641000,Hatchback
2018,VOLKSWAGEN,POLO,70494,1,PETROL,610600,Hatchback
2018,Maruti,Celerio,35647,2,PETROL,471000,Hatchback
2021,Tata,Tiago,15897,1,PETROL,651000,Hatchback
2020,Hyundai,GRAND,29167,1,PETROL,720000,Hatchback
2018,TATA,TIAGO,25818,2,PETROL,596000,Hatchback
2017,DATSUN,REDI,28545,1,PETROL,329000,Hatchback
2013,Maruti,Alto,46833,1,PETROL,256000,Hatchback
2017,Honda,Jazz,86310,1,PETROL,648000,Hatchback
2020,Volkswagen,Polo,41958,2,PETROL,917000,Hatchback
2017,Honda,Jazz,76614,1,PETROL,561000,Hatchback
2018,Maruti,Celerio,75403,2,PETROL,507000,Hatchback
2019,Maruti,Swift,66816,2,PETROL,656000,Hatchback
2016,Honda,Jazz,90676,1,DIESEL,603000,Hatchback
2019,Hyundai,Grand,45759,1,PETROL,569000,Hatchback
2016,Maruti,Alto,30526,1,PETROL,315000,Hatchback
2012,Hyundai,i10,73303,2,PETROL,309000,Hatchback
2013,HONDA,BRIO,72133,1,PETROL,328000,Hatchback
2013,Hyundai,i10,35866,1,PETROL,356000,Hatchback
2020,Volkswagen,Polo,66486,1,PETROL,875000,Hatchback
2012,Honda,Brio,60977,1,PETROL,337000,Hatchback
2019,Maruti,Baleno,28271,1,PETROL,780000,Hatchback
2018,Maruti,Baleno,47533,1,PETROL,674000,Hatchback
2016,Maruti,WAGON,71242,1,PETROL,381000,Hatchback
2018,Maruti,Swift,32702,1,PETROL,641000,Hatchback
2019,Maruti,Alto,29855,1,PETROL,380000,Hatchback
2019,Tata,Tiago,26346,1,PETROL,609000,Hatchback
2021,Renault,Kwid,16983,2,PETROL,463000,Hatchback
2018,Maruti,ALTO,31018,3RD OWNER,PETROL,343000,Hatchback
2013,Hyundai,i10,59699,2,PETROL,335000,Hatchback
2018,Maruti,Wagon,28467,1,PETROL,457000,Hatchback
2011,HYUNDAI,I10,74440,2,PETROL,311000,Hatchback
2018,Hyundai,Elite,75231,1,DIESEL,885000,Hatchback
2018,Hyundai,Elite,69510,1,DIESEL,771000,Hatchback
2016,Maruti,WAGON,66030,2,PETROL,431000,Hatchback
2018,Maruti,ALTO,92090,1,PETROL,335000,Hatchback
2021,Datsun,Redi,18569,1,PETROL,504000,Hatchback
2020,Tata,ALTROZ,19244,1,PETROL,779000,Hatchback
2020,Hyundai,NEW,76360,1,PETROL,878000,Hatchback
2018,Renault,Kwid,87110,1,PETROL,423000,Hatchback
2012,Honda,Brio,73991,2,PETROL,323000,Hatchback
2013,Maruti,Alto,78575,2,PETROL,245000,Hatchback
2016,Maruti,Wagon,81707,2,PETROL,371000,Hatchback
2012,Hyundai,i10,59091,1,PETROL,340000,Hatchback
2021,Tata,Tiago,43559,1,PETROL,601000,Hatchback
2018,HYUNDAI,ELITE,68868,1,DIESEL,789000,Hatchback
2018,Maruti,ALTO,37811,1,PETROL,333000,Hatchback
2021,Honda,Jazz,23581,1,PETROL,850000,Hatchback
2018,Maruti,IGNIS,96540,1,PETROL,501000,Hatchback
2014,Hyundai,Grand,71046,2,PETROL,429000,Hatchback
2017,HYUNDAI,ELITE,83337,1,PETROL,676000,Hatchback
2018,TATA,TIAGO,23216,1,PETROL,580000,Hatchback
2018,Maruti,Baleno,97246,1,DIESEL,680000,Hatchback
2019,TATA,TIAGO,68912,1,PETROL,616000,Hatchback
2018,Maruti,Alto,35434,1,PETROL,405000,Hatchback
2022,Tata,ALTROZ,10013,1,PETROL,875000,Hatchback
2016,Honda,Jazz,67037,2,DIESEL,621000,Hatchback
2017,Hyundai,Grand,62274,1,PETROL,540000,Hatchback
2020,Maruti,New,75084,1,PETROL,590000,Hatchback
2017,Hyundai,Grand,35623,2,PETROL,541000,Hatchback
2018,Maruti,ALTO,48869,2,PETROL,347000,Hatchback
2021,Tata,ALTROZ,14741,1,PETROL,771000,Hatchback
2016,Maruti,Celerio,68512,2,PETROL,478000,Hatchback
2016,Honda,Jazz,72639,1,PETROL,548000,Hatchback
2018,Maruti,Wagon,69523,1,PETROL,457000,Hatchback
2021,Maruti,Baleno,13538,1,PETROL,951000,Hatchback
2017,DATSUN,REDI,13181,1,PETROL,324000,Hatchback
2019,Hyundai,NEW,90122,1,PETROL,530000,Hatchback
2019,Maruti,BALENO,63840,2,PETROL,681000,Hatchback
2020,Maruti,Baleno,13069,2,PETROL,759000,Hatchback
2017,Maruti,WAGON,54273,2,PETROL,434000,Hatchback
2020,Hyundai,GRAND,37706,1,PETROL,831000,Hatchback
2015,Maruti,WAGON,73000,1,PETROL,358000,Hatchback
2019,Maruti,ALTO,35797,1,PETROL,332000,Hatchback
2021,Datsun,Redi,9967,1,PETROL,450000,Hatchback
2018,Maruti,Wagon,45136,2,PETROL,449000,Hatchback
2013,Hyundai,i10,37560,2,PETROL,348000,Hatchback
2017,Maruti,Baleno,53881,1,PETROL,732000,Hatchback
2018,Hyundai,Elite,91441,1,DIESEL,837000,Hatchback
2020,Maruti,New,51781,1,PETROL,561000,Hatchback
2017,Maruti,Wagon,54775,1,PETROL,420000,Hatchback
2021,HYUNDAI,GRAND,14556,1,PETROL,738000,Hatchback
2022,Maruti,Celerio,10506,1,PETROL,741000,Hatchback
2013,Maruti,Wagon,73453,1,PETROL,332000,Hatchback
2018,Maruti,Swift,95774,1,PETROL,662000,Hatchback
2017,Maruti,Alto,68359,1,PETROL,349000,Hatchback
2020,Maruti,ALTO,30736,2,PETROL,351000,Hatchback
2020,Renault,Kwid,18392,1,PETROL,540000,Hatchback
2022,Maruti,Celerio,3881,2,PETROL,661000,Hatchback
2019,Maruti,Alto,40966,1,PETROL,405000,Hatchback
2020,HYUNDAI,GRAND,51713,1,PETROL,666000,Hatchback
2018,Maruti,Swift,48725,1,PETROL,671000,Hatchback
2019,Maruti,Swift,64197,1,PETROL,690000,Hatchback
2013,HONDA,BRIO,74027,1,PETROL,335000,Hatchback
2022,Maruti,Celerio,18977,1,PETROL,625000,Hatchback
2014,Maruti,Wagon,70510,1,PETROL,349000,Hatchback
2017,Maruti,IGNIS,81135,2,DIESEL,626000,Hatchback
2019,Maruti,Swift,42662,1,PETROL,641000,Hatchback
2020,Hyundai,GRAND,33957,1,PETROL,742000,Hatchback
2017,Maruti,Baleno,96822,1,PETROL,684000,Hatchback
2017,Maruti,IGNIS,52992,1,PETROL,557000,Hatchback
2017,Maruti,Alto,58552,2,PETROL,320000,Hatchback
2018,Maruti,Wagon,47906,1,PETROL,457000,Hatchback
2021,Maruti,S,50609,2,PETROL,449000,Hatchback
2015,Maruti,Alto,49692,2,PETROL,281000,Hatchback
2018,Maruti,IGNIS,103763,1,PETROL,421000,Hatchback
2020,Maruti,Alto,32457,1,PETROL,378000,Hatchback
2013,Maruti,Wagon,89791,1,PETROL,355000,Hatchback
2018,Maruti,Alto,38805,1,PETROL,335000,Hatchback
2019,Maruti,Baleno,35545,1,PETROL,795000,Hatchback
2015,Hyundai,Eon,32713,2,PETROL,304000,Hatchback
2013,Maruti,Wagon,45011,1,PETROL,370000,Hatchback
2017,Datsun,Redi,32419,1,PETROL,330000,Hatchback
2013,Maruti,Wagon,63168,2,PETROL,318000,Hatchback
2019,Maruti,IGNIS,51278,2,PETROL,580000,Hatchback
2021,Maruti,ALTO,16783,1,PETROL,423000,Hatchback
2019,Maruti,Swift,31286,1,PETROL,690000,Hatchback
2020,RENAULT,KWID,31857,1,PETROL,461000,Hatchback
2019,Hyundai,Grand,62795,1,PETROL,609000,Hatchback
2018,Maruti,Baleno,60765,1,PETROL,726000,Hatchback
2018,Maruti,Wagon,63592,2,PETROL,451000,Hatchback
2022,HYUNDAI,NEW,11071,1,PETROL,1249000,Hatchback
2015,Maruti,Wagon,67385,1,PETROL,382000,Hatchback
2018,Maruti,ALTO,63178,1,PETROL,318000,Hatchback
2018,Maruti,Wagon,38947,1,PETROL,457000,Hatchback
2018,Maruti,ALTO,53782,1,PETROL,402000,Hatchback
2018,Nissan,MICRA,47101,2,PETROL,488000,Hatchback
2018,Maruti,Wagon,50004,1,PETROL,457000,Hatchback
2018,Hyundai,Elite,97160,1,DIESEL,782000,Hatchback
2017,Hyundai,Elite,56416,1,PETROL,670000,Hatchback
2018,Hyundai,Grand,62399,2,PETROL,546000,Hatchback
2022,Maruti,Alto,11510,1,PETROL,471000,Hatchback
2012,Maruti,Alto,40968,1,PETROL,235000,Hatchback
2021,Maruti,Alto,39649,1,PETROL,386000,Hatchback
2018,Maruti,Swift,78911,2,PETROL,641000,Hatchback
2018,Maruti,BALENO,51550,2,PETROL,721000,Hatchback
2018,Maruti,Swift,84143,1,PETROL,690000,Hatchback
2018,Maruti,Wagon,41783,1,PETROL,457000,Hatchback
2022,Maruti,CELERIO,1457,1,CNG,755000,Hatchback
2021,Tata,ALTROZ,59087,1,DIESEL,929000,Hatchback
2019,Maruti,CELERIO,73227,2,PETROL,528000,Hatchback
2016,Hyundai,Elite,90374,1,PETROL,630000,Hatchback
2017,Maruti,Alto,74340,2,PETROL,343000,Hatchback
2020,TOYOTA,Glanza,80643,1,PETROL,811000,Hatchback
2018,HYUNDAI,ELITE,97017,2,DIESEL,791000,Hatchback
2021,Hyundai,NEW,98597,1,DIESEL,1056000,Hatchback
2013,Maruti,Wagon,91405,1,PETROL,343000,Hatchback
2020,HYUNDAI,NEW,5118,1,PETROL,913000,Hatchback
2019,Hyundai,Grand,24337,2,PETROL,569000,Hatchback
2020,Maruti,S,57970,1,PETROL,421000,Hatchback
2018,Maruti,Swift,72599,1,PETROL,664000,Hatchback
2019,Hyundai,Grand,41819,1,PETROL,582000,Hatchback
2022,HONDA,JAZZ,11365,1,PETROL,1037000,Hatchback
2012,Honda,Brio,60611,2,PETROL,354000,Hatchback
2021,Maruti,S,21594,1,PETROL,466000,Hatchback
2018,Maruti,Alto,54611,1,PETROL,405000,Hatchback
2016,HYUNDAI,GRAND,35078,1,PETROL,510000,Hatchback
2016,Hyundai,Grand,60999,1,PETROL,536000,Hatchback
2022,Maruti,S,2480,1,PETROL,537000,Hatchback
2015,Hyundai,Grand,60817,2,PETROL,493000,Hatchback
2012,HONDA,BRIO,58627,1,PETROL,350000,Hatchback
2020,Maruti,S,63298,1,PETROL,432000,Hatchback
2020,Maruti,Alto,96916,1,PETROL,368000,Hatchback
2021,Tata,ALTROZ,19503,2,DIESEL,941000,Hatchback
2022,Maruti,S,7102,1,PETROL,546000,Hatchback
2015,Hyundai,Grand,95963,2,PETROL,472000,Hatchback
2019,Maruti,S,33484,1,PETROL,465000,Hatchback
2021,Tata,ALTROZ,15530,1,PETROL,951000,Hatchback
2017,Maruti,IGNIS,36298,1,PETROL,538000,Hatchback
2012,Volkswagen,Polo,84872,2,PETROL,349000,Hatchback
2016,TATA,TIAGO,97228,2,PETROL,362000,Hatchback
2016,Renault,Kwid,101471,2,PETROL,276600,Hatchback
2019,VOLKSWAGEN,POLO,68889,1,PETROL,526000,Hatchback
2017,Tata,Tiago,20121,2,PETROL,491000,Hatchback
2014,Maruti,ALTO,69277,1,PETROL,229000,Hatchback
2021,Maruti,Baleno,55622,1,PETROL,653000,Hatchback
2016,Renault,Kwid,48034,1,PETROL,304000,Hatchback
2012,Maruti,Swift,36616,1,PETROL,429000,Hatchback
2015,Maruti,Swift,48258,1,PETROL,484000,Hatchback
2019,VOLKSWAGEN,POLO,61468,2,PETROL,538000,Hatchback
2014,Maruti,Swift,78317,2,DIESEL,486000,Hatchback
2017,Renault,Kwid,43718,1,PETROL,328000,Hatchback
2017,Datsun,Redi,97570,2,PETROL,254000,Hatchback
2019,Maruti,Celerio,53268,1,CNG,534000,Hatchback
2014,Hyundai,ELITE,62068,1,PETROL,571000,Hatchback
2019,HYUNDAI,NEW,21767,1,PETROL,526000,Hatchback
2017,Renault,Kwid,51039,2,PETROL,327000,Hatchback
2011,Toyota,Etios,78193,1,PETROL,321000,Hatchback
2011,Hyundai,i10,78139,2,PETROL,267000,Hatchback
2010,Hyundai,Santro,90382,2,PETROL,209000,Hatchback
2013,Hyundai,i10,55166,1,PETROL,328000,Hatchback
2019,Maruti,Swift,42954,1,PETROL,679000,Hatchback
2017,Maruti,Wagon,87624,2,PETROL,361000,Hatchback
2014,Maruti,ALTO,61070,1,PETROL,266000,Hatchback
2013,Maruti,SWIFT,92389,2,DIESEL,435000,Hatchback
2010,Hyundai,i10,96872,2,PETROL,227300,Hatchback
2020,VOLKSWAGEN,POLO,73545,1,PETROL,590000,Hatchback
2018,Maruti,SWIFT,53604,1,PETROL,602000,Hatchback
2017,Maruti,Swift,71050,1,PETROL,580000,Hatchback
2016,Maruti,Alto,83907,1,PETROL,271000,Hatchback
2016,Maruti,Baleno,35741,1,PETROL,577000,Hatchback
2014,Maruti,Celerio,37311,2,PETROL,325000,Hatchback
2017,Maruti,Swift,38950,1,PETROL,582000,Hatchback
2015,Maruti,Swift,80177,2,DIESEL,527000,Hatchback
2019,Maruti,Celerio,81541,2,PETROL,434000,Hatchback
2016,Maruti,Wagon,16163,1,PETROL,416000,Hatchback
2021,Maruti,New,31742,1,PETROL,573000,Hatchback
2018,Maruti,Baleno,81239,1,DIESEL,617000,Hatchback
2015,Maruti,Swift,75447,2,DIESEL,505000,Hatchback
2013,Maruti,ALTO,58851,1,PETROL,243000,Hatchback
2021,Maruti,New,60266,1,CNG,614000,Hatchback
2016,HYUNDAI,EON,63649,1,PETROL,286000,Hatchback
2015,Maruti,Swift,97812,1,DIESEL,519000,Hatchback
2020,Maruti,SWIFT,88929,1,PETROL,644000,Hatchback
2016,Maruti,Alto,66948,2,PETROL,265000,Hatchback
2015,Hyundai,i10,54886,2,PETROL,368000,Hatchback
2019,Hyundai,Elite,53775,2,DIESEL,833000,Hatchback
